Timestamp,1. Country,2. Gender,3. Grade/Year of Study,4. Self-Assessed Knowledge,2.1 Frequency of Use,2.2 Primary Use Cases,2.2.1 Output Reworking (Human-AI Teaming),2.2.2 Quality Perception,2.2.3 Efficiency and Value,2.2.4 Interaction Effort (Prompting),2.3 Confidence in Detection (Media Literacy),2.3.1 Fact-Checking Habits,2.3.2 Awareness of Hallucinations,2.3.3 Awareness of Bias,2.4 General Feeling,DS1.1 Technology Adoption Profile,DS1.2 Specific Frequency of Use,DS1.3 AI Perception,DS1.5 Guidelines on AI,"DS2.1 AI tools truly ""understand"" the meaning of the text they generate.","DS2.2 The information provided by AI is generally neutral, objective, and unbiased.",DS2.3 I think AI is inherently smarter and more capable than human beings.,DS2.4 I usually trust the factual accuracy of AI-generated answers without feeling the need to double-check other sources.,DS2.5 I clearly understand how a GenAI assistant generates its responses.,DS2.6 The way I request something to AI doesn’t have any impact on the quality of the result produced,DS3.1 Teachers will unfairly accuse me of using AI for my assignments even when I do not.,DS3.2 Using AI to do my homework will make me lose the ability to think critically and learn independently.,"DS3.3 The difficulty of distinguishing between human-created and AI-generated content (e.g., fake news, deepfakes).","DS3.5 AI tools might reinforce existing social biases and discrimination (e.g., gender, race, cultural stereotypes).",DS3.6 Unequal access to premium (paid) AI tools will create unfair advantages among students.,DS3.8 I worry that relying on AI to produce high-quality work makes me feel less capable or smart when I have to complete similar tasks on my own.,"DS4.1 I expect AI to significantly speed up my daily study/work tasks, making me more efficient.",DS4.2 I believe AI can perfectly tailor learning materials to match the individual learning pace and style of each student.,DS4.3 I expect AI to make learning more accessible and inclusive for students with diverse cognitive needs or language barriers.,DS4.4 I see AI as a non-judgmental tutor that is available 24/7 to answer my questions without making me feel inadequate.,DS4.5 I expect AI to provide better guidance for my future university or career choices than traditional school counselling.,Source Language
31/03/2026 07:52:40,Slovenia,Male,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Summarizing long documents or articles",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Not at all confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.","No, never.","Curiosity, Hope, Enthusiasm",You try it out after hearing good things from friends or colleagues.,A few times a week,A smart search engine (to find information quickly and accurately).,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Extremely concerned,Not at all concerned,Very concerned,Not at all concerned,Extremely concerned,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,sl
31/03/2026 07:51:43,Slovenia,Female,3rd year,"2 - Novice: I know the basic concepts and have seen AI tools, but I rarely or never use them myself.",A few times a week,"Brainstorming ideas and getting inspiration, Helping with homework / Lesson planning, Generating images or presentations",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Not very confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Enthusiasm",You wait until it becomes mainstream and most people are using it.,A few times a week,A shortcut (to do the heavy lifting or do my assignments for me).,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Moderately concerned,Moderately concerned,Very concerned,Slightly concerned,Moderately concerned,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,sl
31/03/2026 07:51:41,Slovenia,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI and I would have produced a similar result.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Skepticism, Enthusiasm",You wait until it becomes mainstream and most people are using it.,A few times a week,A personal tutor/mentor (to explain concepts and help me learn).,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Not at all concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,sl
31/03/2026 07:51:22,Slovenia,Male,3rd year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",Daily,"Writing/drafting text (emails, essays, reports), Solving math/logic problems or coding, Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.","No, never.","Curiosity, Hope, Enthusiasm",You try it out after hearing good things from friends or colleagues.,A few times a week,A shortcut (to do the heavy lifting or do my assignments for me).,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Very concerned,Not at all concerned,Slightly concerned,Not at all concerned,Not at all concerned,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,sl
31/03/2026 07:51:17,Slovenia,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Translating texts or learning a language, Solving math/logic problems or coding, Helping with homework / Lesson planning, Generating images or presentations",I only use AI to review or correct content I have entirely written myself.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Very confident,I trust it completely and use it as is.,"No, never.","No, never.","Curiosity, Enthusiasm, Suspicion",You only use it if it is strictly required for school or work.,A few times a week,A personal tutor/mentor (to explain concepts and help me learn).,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Slightly concerned,Moderately concerned,Not at all concerned,Not at all concerned,Not at all concerned,Disagree,Disagree,Agree,Agree,Agree,Agree,sl
31/03/2026 07:51:12,Slovenia,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Translating texts or learning a language, Helping with homework / Lesson planning",I copy and paste it directly without reading it thoroughly.,The AI produced a much better result than I could have.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Not very confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.",I have never paid attention to this aspect.,"Anxiety, Skepticism, Suspicion",You wait until it becomes mainstream and most people are using it.,A few times a week,A shortcut (to do the heavy lifting or do my assignments for me).,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Slightly concerned,Very concerned,Moderately concerned,Moderately concerned,Moderately concerned,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,sl
31/03/2026 07:51:09,Slovenia,Male,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports)",I use it as a draft or inspiration and rewrite it heavily.,The AI and I would have produced a similar result.,It is a huge time saver.,Very little time (I usually accept the first answer it provides).,Somewhat confident,I systematically check primary and authoritative sources to confirm the data.,"Yes, occasionally.","No, never.","Curiosity, Skepticism, Suspicion",You are one of the first to try it out.,A few times a week,A creative assistant/collaborator (to brainstorm and co-create).,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Not at all concerned,Slightly concerned,Slightly concerned,Not at all concerned,Extremely concerned,Disagree,Agree,Agree,Agree,Agree,Agree,sl
31/03/2026 07:50:44,Slovenia,Male,3rd year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",A few times a week,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Solving math/logic problems or coding",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Very confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Skepticism, Suspicion",You wait until it becomes mainstream and most people are using it.,Rarely,A personal tutor/mentor (to explain concepts and help me learn).,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Very concerned,Not at all concerned,Moderately concerned,Not at all concerned,Slightly concerned,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,sl
31/03/2026 07:50:35,Slovenia,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,Daily,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Summarizing long documents or articles",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Very confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.","Yes, occasionally.",Other (concern),You wait until it becomes mainstream and most people are using it.,Daily,A personal tutor/mentor (to explain concepts and help me learn).,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Moderately concerned,Extremely concerned,Very concerned,Moderately concerned,Slightly concerned,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,sl
31/03/2026 07:50:24,Slovenia,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Summarizing long documents or articles, Helping with homework / Lesson planning","I read it to check for major errors, but keep it mostly intact.",The AI produced a much better result than I could have.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Fear, Suspicion",You try it out after hearing good things from friends or colleagues.,A few times a week,A shortcut (to do the heavy lifting or do my assignments for me).,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Slightly concerned,Moderately concerned,Slightly concerned,Slightly concerned,Moderately concerned,Agree,Agree,Disagree,Agree,Agree,Agree,sl
31/03/2026 07:50:20,Slovenia,Male,4th year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",Daily,"Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Helping with homework / Lesson planning","I read it to check for major errors, but keep it mostly intact.",The AI and I would have produced a similar result.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.","Yes, occasionally.","Curiosity, Hope, Enthusiasm",You are one of the first to try it out.,Daily,A shortcut (to do the heavy lifting or do my assignments for me).,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Slightly concerned,Slightly concerned,Moderately concerned,Slightly concerned,Slightly concerned,Agree,Agree,Agree,Agree,Agree,Agree,sl
